x, fx
3.852,	3.58559e-21
3.864,	-6.05566e-21
3.876,	-7.28884e-21
3.888,	7.33622e-21
3.9,	1.34676e-20
3.912,	-7.42301e-21
3.924,	-2.31414e-20
3.936,	4.47483e-21
3.948,	3.72746e-20
3.96,	4.75379e-21
3.972,	-5.62233e-20
3.984,	-2.55065e-20
3.996,	7.86203e-20
4.008,	6.55307e-20
4.02,	-9.93952e-20
4.032,	-1.35081e-19
4.044,	1.0662e-19
4.056,	2.45623e-19
4.068,	-7.70283e-20
4.08,	-4.0587e-19
4.092,	-2.94182e-20
4.104,	6.13148e-19
4.116,	2.74405e-19
4.128,	-8.37515e-19
4.14,	-7.41946e-19
4.152,	9.96247e-19
4.164,	1.52788e-18
4.176,	-9.18168e-19
4.188,	-2.7067e-18
4.2,	3.02601e-19
4.212,	4.25964e-18
4.224,	1.31139e-18
4.236,	-5.94598e-18
4.248,	-4.53119e-18
4.26,	7.10626e-18
4.272,	9.99152e-18
4.284,	-6.41062e-18
4.296,	-1.80394e-17
4.308,	1.6216e-18
4.32,	2.81153e-17
4.332,	1.04598e-17
4.344,	-3.77488e-17
4.356,	-3.35505e-17
4.368,	4.12126e-17
4.38,	7.04646e-17
4.392,	-2.81714e-17
4.404,	-1.20142e-16
4.416,	-1.68075e-17
4.428,	1.72709e-16
4.44,	1.12261e-16
4.452,	-2.02844e-16
4.464,	-2.7293e-16
4.476,	1.63336e-16
4.488,	4.95218e-16
4.5,	1.6534e-17
4.512,	-7.33485e-16
4.524,	-4.19478e-16
4.536,	8.69834e-16
4.548,	1.10403e-15
4.56,	-6.88882e-16
4.572,	-2.03265e-15
4.584,	-1.17308e-16
4.596,	2.96271e-15
4.608,	1.8733e-15
4.62,	-3.32457e-15
4.632,	-4.72468e-15
4.644,	2.15728e-15
4.656,	8.29249e-15
4.668,	1.76663e-15
4.68,	-1.12186e-14
4.692,	-9.44769e-15
4.704,	1.07891e-14
4.716,	2.06427e-14
4.728,	-3.03681e-15
4.74,	-3.23613e-14
4.752,	-1.60704e-14
4.764,	3.73631e-14
4.776,	4.77518e-14
4.788,	-2.38513e-14
4.8,	-8.57617e-14
4.812,	-2.16977e-14
4.824,	1.11249e-13
4.836,	1.06484e-13
4.848,	-9.06902e-14
4.86,	-2.17509e-13
4.872,	-1.70895e-14
4.884,	3.05493e-13
4.896,	2.38175e-13
4.908,	-2.77304e-13
4.92,	-5.43046e-13
4.932,	1.51905e-14
4.944,	7.99414e-13
4.956,	5.57516e-13
4.968,	-7.51252e-13
4.98,	-1.35989e-12
4.992,	7.84932e-14
5.004,	2.02342e-12
5.016,	1.40865e-12
5.028,	-1.85036e-12
5.04,	-3.44118e-12
5.052,	1.75992e-14
5.064,	4.96038e-12
5.076,	3.84234e-12
5.088,	-4.09866e-12
5.1,	-8.74754e-12
5.112,	-1.0991e-12
5.124,	1.16278e-11
5.136,	1.09606e-11
5.148,	-7.67919e-12
5.16,	-2.1912e-11
5.172,	-7.13234e-12
5.184,	2.52455e-11
5.196,	3.12355e-11
5.208,	-9.54232e-12
5.22,	-5.23663e-11
5.232,	-3.11568e-11
5.244,	4.7315e-11
5.256,	8.49265e-11
5.268,	7.13797e-12
5.28,	-1.13465e-10
5.292,	-1.10118e-10
5.304,	6.18195e-11
5.316,	2.09934e-10
5.328,	1.0209e-10
5.34,	-2.01787e-10
5.352,	-3.26787e-10
5.364,	-1.75995e-11
5.376,	4.40094e-10
5.388,	4.33429e-10
5.4,	-2.07793e-10
5.412,	-7.98591e-10
5.424,	-4.67562e-10
5.436,	6.62726e-10
5.448,	1.28376e-09
5.46,	3.21632e-10
5.472,	-1.46259e-09
5.484,	-1.8737e-09
5.496,	1.74171e-10
5.508,	2.75305e-09
5.52,	2.50213e-09
5.532,	-1.27457e-09
5.544,	-4.7178e-09
5.556,	-3.04011e-09
5.568,	3.35173e-09
5.58,	7.59643e-09
5.592,	3.27648e-09
5.604,	-6.94475e-09
5.616,	-1.17232e-08
5.628,	-2.90076e-09
5.64,	1.28369e-08
5.652,	1.76053e-08
5.664,	1.49743e-09
5.676,	-2.21743e-08
5.688,	-2.60725e-08
5.7,	1.42574e-09
5.712,	3.66422e-08
5.724,	3.85499e-08
5.736,	-6.32552e-09
5.748,	-5.87031e-08
5.76,	-5.7536e-08
5.772,	1.33222e-08
5.784,	9.18711e-08
5.796,	8.73997e-08
5.808,	-2.15084e-08
5.82,	-1.40901e-07
5.832,	-1.35621e-07
5.844,	2.75104e-08
5.856,	2.11568e-07
5.868,	2.14535e-07
5.88,	-2.27388e-08
5.892,	-3.09291e-07
5.904,	-3.43323e-07
5.916,	-1.14056e-08
5.928,	4.35171e-07
5.94,	5.49218e-07
5.952,	1.1096e-07
5.964,	-5.76975e-07
5.976,	-8.65109e-07
5.988,	-3.38893e-07
6,	6.91776e-07
6.012,	1.31768e-06
6.024,	7.9263e-07
6.036,	-6.77638e-07
6.048,	-1.89603e-06
6.06,	-1.59795e-06
6.072,	3.3741e-07
6.084,	2.48805e-06
6.096,	2.8647e-06
6.108,	6.45857e-07
6.12,	-2.77858e-06
6.132,	-4.56553e-06
6.144,	-2.66877e-06
6.156,	2.13596e-06
6.168,	6.3005e-06
6.18,	6.00277e-06
6.192,	4.06447e-07
6.204,	-6.97066e-06
6.216,	-1.03019e-05
6.228,	-5.83699e-06
6.24,	4.56725e-06
6.252,	1.38082e-05
6.264,	1.41845e-05
6.276,	3.38279e-06
6.288,	-1.26581e-05
6.3,	-2.27333e-05
6.312,	-1.78766e-05
6.324,	1.51575e-06
6.336,	2.42666e-05
6.348,	3.45817e-05
6.36,	2.24897e-05
6.372,	-8.14972e-06
6.384,	-3.9972e-05
6.396,	-5.16204e-05
6.408,	-3.12924e-05
6.42,	1.40031e-05
6.432,	6.00345e-05
6.444,	7.7928e-05
6.456,	5.1231e-05
6.468,	-1.2278e-05
6.48,	-8.18058e-05
6.492,	-0.000118112
6.504,	-9.44091e-05
6.516,	-1.29837e-05
6.528,	9.23728e-05
6.54,	0.000170251
6.552,	0.000175384
6.564,	9.2182e-05
6.576,	-5.39751e-05
6.588,	-0.000204605
6.6,	-0.000290701
6.612,	-0.000261476
6.624,	-0.000109215
6.636,	0.000123046
6.648,	0.000354923
6.66,	0.000494391
6.672,	0.000469183
6.684,	0.000257218
6.696,	-0.000100037
6.708,	-0.000508715
6.72,	-0.000845717
6.732,	-0.000986627
6.744,	-0.000840819
6.756,	-0.00038814
6.768,	0.000309141
6.78,	0.00112234
6.792,	0.00187642
6.804,	0.00237053
6.816,	0.00240251
6.828,	0.00181015
6.84,	0.000544629
6.852,	-0.00130798
6.864,	-0.00355387
6.876,	-0.00590199
6.888,	-0.00797408
6.9,	-0.00932216
6.912,	-0.00941887
6.924,	-0.00730653
6.936,	-6.00819e-05
6.948,	0.0213522
6.96,	0.0867226
6.972,	0.20594
6.984,	0.342956
6.996,	0.475058
7.008,	0.591446
7.02,	0.68886
7.032,	0.767703
7.044,	0.829823
7.056,	0.877575
7.068,	0.913432
7.08,	0.939781
7.092,	0.958762
7.104,	0.972186
7.116,	0.981517
7.128,	0.987894
7.14,	0.992181
7.152,	0.995019
7.164,	0.996872
7.176,	0.998068
7.188,	0.99883
7.2,	0.999308
7.212,	0.999598
7.224,	0.999765
7.236,	0.999856
7.248,	0.999906
7.26,	0.999941
7.272,	0.999971
7.284,	0.999999
7.296,	1.00001
7.308,	1.00001
7.32,	0.999995
7.332,	0.999974
7.344,	0.999965
7.356,	0.999977
7.368,	1.00001
7.38,	1.00004
7.392,	1.00005
7.404,	1.00003
7.416,	0.999985
7.428,	0.99994
7.44,	0.999922
7.452,	0.999949
7.464,	1.00001
7.476,	1.00008
7.488,	1.00012
7.5,	1.00009
7.512,	1.00001
7.524,	0.999907
7.536,	0.999829
7.548,	0.999825
7.56,	0.999908
7.572,	1.00005
7.584,	1.0002
7.596,	1.00029
7.608,	1.00026
7.62,	1.00011
7.632,	0.999877
7.644,	0.999645
7.656,	0.999505
7.668,	0.99953
7.68,	0.999742
7.692,	1.0001
7.704,	1.00051
7.716,	1.00084
7.728,	1.00099
7.74,	1.00084
7.752,	1.00039
7.764,	0.999691
7.776,	0.998878
7.788,	0.998124
7.8,	0.997629
7.812,	0.997597
7.824,	0.99819
7.836,	0.999455
7.848,	1.00131
7.86,	1.00355
7.872,	1.0059
7.884,	1.00797
7.896,	1.00932
7.908,	1.00942
7.92,	1.00731
7.932,	1.00006
7.944,	0.978648
7.956,	0.913278
7.968,	0.794061
7.98,	0.657045
7.992,	0.524941
8.004,	0.408552
8.016,	0.311139
8.028,	0.232299
8.04,	0.170181
8.052,	0.122429
8.064,	0.0865672
8.076,	0.0602144
8.088,	0.0412332
8.1,	0.0278125
8.112,	0.0184867
8.124,	0.012112
8.136,	0.00782201
8.148,	0.00497801
8.16,	0.00312022
8.172,	0.00192502
8.184,	0.00116877
8.196,	0.000698896
8.208,	0.000412294
8.22,	0.000240375
8.232,	0.000138665
8.244,	7.91829e-05
8.256,	4.47607e-05
8.268,	2.50494e-05
8.28,	1.3882e-05
8.292,	7.62153e-06
8.304,	4.14711e-06
8.316,	2.23717e-06
8.328,	1.19675e-06
8.34,	6.34963e-07
8.352,	3.34215e-07
8.364,	1.74559e-07
8.376,	9.04896e-08
8.388,	4.65684e-08
8.4,	2.37959e-08
8.412,	1.20756e-08
8.424,	6.08673e-09
8.436,	3.04791e-09
8.448,	1.51648e-09
8.46,	7.49817e-10
8.472,	3.68487e-10
8.484,	1.80011e-10
8.496,	8.74266e-11
8.508,	4.22193e-11
8.52,	2.02748e-11
8.532,	9.68353e-12
8.544,	4.60036e-12
8.556,	2.17409e-12
8.568,	1.02221e-12
8.58,	4.78212e-13
8.592,	2.22619e-13
8.604,	1.03136e-13
8.616,	4.75552e-14
8.628,	2.18257e-14
8.64,	9.97147e-15
8.652,	4.53527e-15
8.664,	2.05369e-15
8.676,	9.25957e-16
8.688,	4.1572e-16
8.7,	1.85865e-16
8.712,	8.2758e-17
8.724,	3.67001e-17
8.736,	1.62106e-17
8.748,	7.13235e-18
8.76,	3.12604e-18
8.772,	1.36493e-18
8.784,	5.93752e-19
8.796,	2.57338e-19
8.808,	1.1113e-19
8.82,	4.78196e-20
8.832,	2.05047e-20
8.844,	8.76189e-21
8.856,	3.73128e-21
8.868,	1.58363e-21
8.88,	6.69893e-22
8.892,	2.82444e-22
8.904,	1.18701e-22
8.916,	4.9727e-23
8.928,	2.07664e-23
8.94,	8.64525e-24
8.952,	3.58807e-24
8.964,	1.48466e-24
8.976,	6.12481e-25
8.988,	2.51926e-25
9,	1.0332e-25
9.012,	4.22517e-26
9.024,	1.72291e-26
9.036,	7.0058e-27
9.048,	2.84081e-27
9.06,	1.14876e-27
9.072,	4.6327e-28
9.084,	1.86324e-28
9.096,	7.47392e-29
9.108,	2.99008e-29
9.12,	1.19312e-29
9.132,	4.74863e-30
9.144,	1.88514e-30
9.156,	7.46491e-31
9.168,	2.94863e-31
9.18,	1.16183e-31
9.192,	4.56669e-32
9.204,	1.79064e-32
9.216,	7.00446e-33
9.228,	2.73345e-33
9.24,	1.06421e-33
9.252,	4.13365e-34
9.264,	1.6019e-34
9.276,	6.19362e-35
9.288,	2.38932e-35
9.3,	9.19674e-36
9.312,	3.53208e-36
9.324,	1.35353e-36
9.336,	5.17553e-37
9.348,	1.9747e-37
9.36,	7.5184e-38
9.372,	2.85652e-38
9.384,	1.08302e-38
9.396,	4.09751e-39
9.408,	1.54699e-39
9.42,	5.82853e-40
9.432,	2.19155e-40
9.444,	8.22296e-41
9.456,	3.07823e-41
9.468,	1.1492e-41
9.48,	4.27256e-42
9.492,	1.58066e-42
9.504,	5.81539e-43
9.516,	2.07392e-43
9.528,	7.00649e-44
9.54,	2.10195e-44
9.552,	4.2039e-45
9.564,	0
9.576,	0
9.588,	0
9.6,	0
9.612,	0
9.624,	0
9.636,	0
9.648,	0
9.66,	0
9.672,	0
9.684,	0
9.696,	0
9.708,	0
9.72,	0
9.732,	0
9.744,	0
9.756,	0
9.768,	0
9.78,	0
9.792,	0
9.804,	0
9.816,	0
9.828,	0
9.84,	0
9.852,	0
9.864,	0
9.876,	0
9.888,	0
9.9,	0
9.912,	0
9.924,	0
9.936,	0
9.948,	0
9.96,	0
9.972,	0
9.984,	0
9.996,	0
10.008,	0
10.02,	0
10.032,	0
10.044,	0
10.056,	0
10.068,	0
10.08,	0
10.092,	0
10.104,	0
10.116,	0
10.128,	0
10.14,	0
10.152,	0
10.164,	0
10.176,	0
10.188,	0
10.2,	0
10.212,	0
10.224,	0
10.236,	0
10.248,	0
10.26,	0
10.272,	0
10.284,	0
10.296,	0
10.308,	0
10.32,	0
10.332,	0
10.344,	0
10.356,	0
10.368,	0
10.38,	0
10.392,	0
10.404,	0
10.416,	0
10.428,	0
10.44,	0
10.452,	0
10.464,	0
10.476,	0
10.488,	0
10.5,	0
10.512,	0
10.524,	0
10.536,	0
10.548,	0
10.56,	0
10.572,	0
10.584,	0
10.596,	0
10.608,	0
10.62,	0
10.632,	0
10.644,	0
10.656,	0
10.668,	0
10.68,	0
10.692,	0
10.704,	0
10.716,	0
10.728,	0
10.74,	0
10.752,	0
10.764,	0
10.776,	0
10.788,	0
10.8,	0
10.812,	0
10.824,	0
10.836,	0
10.848,	0
10.86,	0
10.872,	0
10.884,	0
10.896,	0
10.908,	0
10.92,	0
10.932,	0
10.944,	0
10.956,	0
10.968,	0
10.98,	0
10.992,	0
11.004,	0
11.016,	0
11.028,	0
11.04,	0
11.052,	0
11.064,	0
11.076,	0
11.088,	0
11.1,	0
11.112,	0
11.124,	0
11.136,	0
11.148,	0
11.16,	0
11.172,	0
11.184,	0
11.196,	0
11.208,	0
11.22,	0
11.232,	0
11.244,	0
11.256,	0
11.268,	0
11.28,	0
11.292,	0
11.304,	0
11.316,	0
11.328,	0
11.34,	0
11.352,	0
11.364,	0
11.376,	0
11.388,	0
11.4,	0
11.412,	0
11.424,	0
11.436,	0
11.448,	0
11.46,	0
11.472,	0
11.484,	0
11.496,	0
11.508,	0
11.52,	0
11.532,	0
11.544,	0
11.556,	0
11.568,	0
11.58,	0
11.592,	0
11.604,	0
11.616,	0
11.628,	0
11.64,	0
11.652,	0
11.664,	0
11.676,	0
11.688,	0
11.7,	0
11.712,	0
11.724,	0
11.736,	0
11.748,	0
11.76,	0
11.772,	0
11.784,	0
11.796,	0
11.808,	0
11.82,	0
11.832,	0
11.844,	0
11.856,	0
11.868,	0
11.88,	0
11.892,	0
11.904,	0
11.916,	0
11.928,	0
11.94,	0
11.952,	0
11.964,	0
11.976,	0
11.988,	0
12,	0
